YEAR,TAB_NUM,INDY_CD,AC,WT_CT_IND,WT_CT,TOT_ASSTS_IND,TOT_ASSTS,CASH_IND,CASH,TRD_NOTES_ACCTS_RCV_IND,TRD_NOTES_ACCTS_RCV,BAD_DBT_ALLW_IND,BAD_DBT_ALLW,INVNTRY_IND,INVNTRY,GVT_OBLGNS_IND,GVT_OBLGNS,TX_EXMT_SEC_IND,TX_EXMT_SEC,OTHR_CUR_ASSTS_IND,OTHR_CUR_ASSTS,LNS_TO_STKHDR_IND,LNS_TO_STKHDR,MRTG_RE_LNS_IND,MRTG_RE_LNS,OTHR_INVSMTS_IND,OTHR_INVSMTS,DPRCBL_ASSTS_IND,DPRCBL_ASSTS,ACCUM_DPR_IND,ACCUM_DPR,DPTBL_ASSTS_IND,DPTBL_ASSTS,ACCUM_DPLTN_IND,ACCUM_DPLTN,LAND_IND,LAND,INTNGBL_ASSTS_IND,INTNGBL_ASSTS,ACCUM_AMORT_IND,ACCUM_AMORT,COMP_OTHR_ASSTS_IND,COMP_OTHR_ASSTS,TOT_LBLTS_IND,TOT_LBLTS,ACCTS_PYBL_IND,ACCTS_PYBL,MRTG_LT_1YR_IND,MRTG_LT_1YR,COMP_OTHR_CUR_LBLTS_IND,COMP_OTHR_CUR_LBLTS,LNS_FRM_STKHDR_IND,LNS_FRM_STKHDR,MRTG_GT_1YR_IND,MRTG_GT_1YR,COMP_OTHR_LBLTS_IND,COMP_OTHR_LBLTS,COMP_NET_WRTH_IND,COMP_NET_WRTH,CAP_STCK_IND,CAP_STCK,PD_CAP_SRPLS_IND,PD_CAP_SRPLS,COMP_RTND_ERNGS_UNAPPR_IND,COMP_RTND_ERNGS_UNAPPR,CST_TRSRY_STCK_IND,CST_TRSRY_STCK,COMP_TOT_RCPTS_IND,COMP_TOT_RCPTS,GRS_RCPTS_IND,GRS_RCPTS,COMP_TX_EXMT_INTRST_IND,COMP_TX_EXMT_INTRST,NET_GN_LSS_POS_IND,NET_GN_LSS_POS,COMP_OTHR_RCPTS_IND,COMP_OTHR_RCPTS,COMP_TOT_DED_IND,COMP_TOT_DED,CST_OF_GDS_IND,CST_OF_GDS,CMPNSTN_OFFCRS_IND,CMPNSTN_OFFCRS,SLRS_WGS_IND,SLRS_WGS,RPRS_IND,RPRS,BAD_DBT_DED_IND,BAD_DBT_DED,RNTS_PD_IND,RNTS_PD,TX_PD_IND,TX_PD,INTRST_PD_IND,INTRST_PD,TOT_AMORT_IND,TOT_AMORT,NET_DPR_IND,NET_DPR,DPLTN_IND,DPLTN,ADVRTSNG_IND,ADVRTSNG,PNSN_PRFT_SHRNG_PLNS_IND,PNSN_PRFT_SHRNG_PLNS,EMP_BNFT_PRG_IND,EMP_BNFT_PRG,NET_GN_LSS_NEG_IND,NET_GN_LSS_NEG,COMP_OTHR_DED_IND,COMP_OTHR_DED,COMP_TOT_RCPTS_LS_TOT_DED_IND,COMP_TOT_RCPTS_LS_TOT_DED,S_NET_INCM_IND,S_NET_INCM,S_NET_INCM_POS_IND,S_NET_INCM_POS,S_NET_INCM_NEG_IND,S_NET_INCM_NEG,a.net_incm_pos_IND,a.net_incm_pos,S_PORT_INCM_IND,S_PORT_INCM,S_DIV_INCM_IND,S_DIV_INCM,S_INTRST_INCM_IND,S_INTRST_INCM,S_RYLTS_INCM_IND,S_RYLTS_INCM,S_NET_STCG_LSS_IND,S_NET_STCG_LSS,S_NET_LTCG_LSS_IND,S_NET_LTCG_LSS,S_NET_INCM_RNTL_RE_IND,S_NET_INCM_RNTL_RE,S_NET_INCM_RNTL_RE_POS_IND,S_NET_INCM_RNTL_RE_POS,S_NET_INCM_RNTL_RE_NEG_IND,S_NET_INCM_RNTL_RE_NEG,S_NET_INCM_OTHR_RNTL_IND,S_NET_INCM_OTHR_RNTL,S_NET_INCM_OTHR_RNTL_POS_IND,S_NET_INCM_OTHR_RNTL_POS,S_NET_INCM_OTHR_RNTL_NEG_IND,S_NET_INCM_OTHR_RNTL_NEG,a.comp_tx_bfr_crs_IND,a.comp_tx_bfr_crs,a.incm_tx_IND,a.incm_tx,S_EX_NET_PSV_INCM_TX_IND,S_EX_NET_PSV_INCM_TX
2013,4,11,4,0,7647,0,1050520,0,331520,1,1466,0,0,1,67365,0,0,0,0,1,56976,1,56036,0,0,1,119256,0,1275824,0,997197,0,0,0,0,1,132700,1,6544,1,6014,1,6043,0,1050520,0,0,1,134204,1,54204,1,46660,1,155107,1,4,0,660342,0,146074,1,73490,0,444839,1,4061,0,4053476,0,3510029,0,0,1,613,0,542833,0,3353574,1,1037610,0,102398,1,143678,0,102674,0,0,0,271366,0,54185,0,47668,1,43,0,49806,0,0,1,5764,1,1460,1,11502,0,0,0,1525419,0,699901,0,749954,0,749954,0,0,0,699901,1,3578,1,1474,1,2053,0,0,0,0,1,51,1,46474,1,46474,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,11,3,0,11778,0,379888,0,164557,0,0,0,0,1,9263,0,0,0,0,1,22187,1,8376,0,0,1,16275,0,1608569,0,1459920,0,0,0,0,1,900,1,64588,1,52312,1,-2596,0,379888,1,58573,1,35291,0,41306,1,122474,1,127489,1,44433,0,-49678,0,54944,1,397455,0,-454852,1,47226,0,2729636,0,2388546,0,0,1,2302,0,338787,0,2170303,0,460298,0,100327,0,185315,0,80145,1,800,0,163786,0,52076,0,23122,1,10779,0,73249,0,0,1,1989,0,0,1,7496,0,0,0,1010921,0,559332,0,558512,0,559270,1,758,0,559332,1,5,0,0,1,5,0,0,0,0,0,0,1,-825,0,0,1,825,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,11,2,0,4738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612938,1,506353,1,11,1,20015,1,86559,0,386363,1,34816,0,0,1,89816,1,27952,0,1889,1,6579,0,25598,1,3107,0,0,1,13120,0,0,1,13938,0,0,0,0,0,0,0,169548,0,226575,0,228239,0,228239,0,0,0,226564,1,1535,1,21,1,590,1,527,1,29,1,369,0,140,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,11,1,0,47380,0,49678710,0,7105850,0,5122161,0,20840,0,6848215,0,11264,1,105618,0,2606825,0,1760084,0,187593,0,5419159,0,47447980,0,36091433,1,21254,1,2074,0,6617210,0,822244,0,261607,0,1979206,0,49678710,0,3150690,0,5887531,0,2916386,0,2792357,0,11506728,0,1126887,0,22298131,0,3305384,0,5105512,0,14864342,0,977108,0,89841094,0,81481033,0,14158,0,432146,0,7913757,0,80651802,0,42554026,0,1250797,0,7797874,0,1650623,0,39429,0,3209943,0,1469625,0,740936,0,76215,0,2399278,1,30256,0,196090,0,130302,0,504814,1,2528,0,18599065,0,9189292,0,9889824,0,9890849,1,1026,0,9175134,0,517101,0,231219,0,132086,0,82733,0,5696,0,65367,0,142641,0,147886,0,5245,0,54948,0,57951,1,3003,0,7464,0,7464,0,0
2013,4,21,12,0,63,0,24908437,0,3013929,0,3115607,0,19910,0,423847,0,61080,0,71631,0,1251075,0,1006917,0,42222,0,6692843,0,8607410,0,5624504,0,8823600,0,4254309,0,347903,0,1604046,0,884889,0,629940,0,24908437,0,2319049,0,377807,0,1028211,0,189782,0,3411300,0,1645802,0,15936487,0,55958,0,2205851,0,13815846,0,141169,0,11760139,0,9900944,0,10999,0,90936,0,1757260,0,8101563,0,4375989,0,107347,0,740319,0,53536,0,8987,0,148870,0,285394,0,106423,0,50837,0,750040,0,57029,0,4017,0,44912,0,134552,0,6282,0,1227028,0,3658576,0,4725151,0,4725151,0,0,0,3647577,0,981336,0,152147,0,50149,0,128586,0,8996,0,641458,0,6653,0,8621,0,1968,0,89585,0,92713,0,3128,0,1024,0,1024,0,0
2013,4,21,11,0,63,0,4310322,0,595381,0,616628,0,30240,0,115153,0,30557,0,23232,0,267124,0,99158,0,19011,0,966775,0,2139075,0,1351888,0,914888,0,444714,0,178389,0,110867,0,37843,0,98769,0,4310322,0,386032,0,122213,0,118071,0,86990,0,409378,0,94179,0,3093460,0,23553,0,18954,0,3215881,0,164928,0,3594028,0,3306837,0,1670,0,25005,0,260516,0,2957522,0,1835561,0,52037,0,231610,0,55986,0,13994,0,38240,0,110714,0,27413,0,6237,0,175298,0,55210,0,2951,0,11614,0,42975,0,1145,0,296538,0,636506,0,757264,0,759400,0,2136,0,634836,0,118000,0,8311,0,9482,0,33442,0,184,0,66581,0,4289,0,4486,0,197,0,139,0,183,0,44,0,1034,0,1034,0,0
2013,4,21,10,0,129,0,4598970,0,766694,0,754257,1,7520,0,175375,0,0,1,65852,0,389433,0,114188,0,1396,0,798579,0,2688138,0,1806953,0,661957,0,334045,0,112569,0,161879,0,80366,0,137536,0,4598970,0,535870,0,110341,0,242913,0,44341,0,576612,0,96220,0,2992673,0,54174,0,244197,0,2801293,0,106992,0,4516988,0,4300686,1,1892,0,41372,0,173038,0,3510515,0,2104431,0,60573,0,359395,0,37106,0,5862,0,63072,0,123934,0,24059,0,16462,0,232539,0,82978,0,9259,0,16364,0,48292,1,260,0,325928,0,1006473,0,1068797,0,1068797,0,0,0,1004581,0,61355,0,7445,0,5906,0,37354,0,1607,0,9043,0,3573,0,4376,1,803,1,-711,1,820,1,1531,0,1,0,1,0,0
2013,4,21,9,0,333,0,5389938,0,1477144,0,969937,0,13500,0,109834,0,0,1,87318,0,301488,0,98221,0,0,0,1003452,0,3271406,0,2406510,0,674255,0,383139,0,103439,0,255026,0,186552,0,28118,0,5389938,0,543258,0,252736,0,412592,0,179910,0,462299,0,222987,0,3316156,0,26200,0,737064,0,2620131,0,67239,0,5468030,0,5107045,0,4508,0,97328,0,259149,0,4276656,0,2539121,0,84864,0,385503,0,55399,0,11600,0,83210,0,138447,0,26093,0,13065,0,241292,0,34388,0,5587,0,18684,0,52973,1,416,0,586015,0,1191374,0,1382783,0,1382783,0,0,0,1186866,0,177257,0,8801,0,13319,0,59524,0,2583,0,93029,0,17452,0,17731,1,279,1,1208,1,1394,1,187,1,39,1,39,0,0
2013,4,21,8,0,516,0,3553774,0,482746,0,840362,1,1016,1,87072,0,0,1,749,0,171320,1,119524,0,0,0,595835,0,3475663,0,2621083,0,281192,0,187444,0,78627,0,243346,0,116822,0,103701,0,3553774,0,302963,1,188469,0,107583,0,352769,0,592428,1,70269,0,1939293,0,54109,0,357965,0,1587728,1,60509,0,6276527,0,6094397,0,0,0,18010,0,164120,0,5354755,0,3035822,0,90791,0,583589,0,53699,1,1937,0,146885,0,204448,0,28857,0,6001,0,392089,1,3247,0,14344,0,18569,0,40965,0,0,0,733513,0,921772,0,1082298,0,1082298,0,0,0,921772,0,159387,1,1768,0,2210,1,154058,1,108,1,1243,1,10,1,217,1,207,1,1129,1,1129,0,0,0,0,0,0,0,0
2013,4,21,7,0,1716,0,4369046,0,1209843,0,772096,0,0,1,71642,0,0,0,0,0,86781,0,151178,0,0,0,648020,0,4340516,0,3424597,0,139395,0,85129,0,325446,0,167554,0,122795,0,89096,0,4369046,0,191942,1,115134,0,385419,0,236764,0,813839,1,234610,0,2391338,0,47258,0,273830,0,2137269,1,67019,0,7929100,0,7800538,0,0,0,26782,0,101779,0,6286720,0,2690443,0,295419,0,891140,0,267357,1,2313,0,277408,0,234929,0,63573,1,16194,0,202507,1,40105,0,21703,0,32448,0,43664,0,0,0,1207518,0,1642380,0,1651725,0,1651725,0,0,0,1642380,0,10940,1,981,0,1140,1,8054,0,0,1,766,1,-1610,1,570,1,2181,1,16,1,16,0,0,0,0,0,0,0,0
2013,4,21,6,0,1629,0,1265346,0,505277,1,211634,1,1389,1,132331,0,0,0,0,1,21566,1,13329,0,0,1,4659,0,1747718,0,1480436,1,85925,1,50352,1,3363,1,38788,1,9643,1,42577,0,1265346,1,37979,1,18510,0,166770,1,168661,1,198156,1,3570,0,671700,0,27269,1,134840,0,526063,1,16472,0,3301709,0,3240204,0,0,1,6540,0,54966,0,2604294,0,985516,0,219783,1,361769,0,83302,1,2832,0,44302,0,102745,0,20542,1,2584,0,123851,1,5443,1,14799,1,10122,1,50939,0,0,0,575765,0,697416,0,700610,0,700610,0,0,0,697416,0,1763,0,0,1,1724,1,39,0,0,0,0,1,884,1,884,0,0,1,547,1,547,0,0,0,0,0,0,0,0
2013,4,21,5,0,1707,0,586548,1,68652,1,153000,0,0,1,15901,0,0,0,0,1,30042,0,0,0,0,1,2729,0,836232,0,751147,1,40057,1,1791,1,12048,1,19816,1,5516,1,166524,0,586548,1,3098,1,67072,1,26769,1,8781,1,112508,0,0,0,368320,1,18941,1,-25190,0,496824,1,122256,0,1846362,1,1764905,0,0,1,7799,1,73657,0,1366815,1,795255,1,71269,1,89491,1,21919,0,0,1,28896,1,35952,1,16050,1,19,1,20353,0,0,1,1872,1,6708,1,9430,0,0,0,269601,0,479547,0,483181,0,483181,0,0,0,479547,1,5640,0,0,1,156,1,5484,0,0,0,0,1,-2016,0,0,1,2016,1,10,1,10,0,0,0,0,0,0,0,0
2013,4,21,4,0,2131,0,393734,0,256971,1,23459,0,0,1,1438,0,0,0,0,1,10027,1,2653,0,0,1,7692,0,979205,0,925319,1,41037,1,31481,1,1078,1,15398,1,9778,1,21355,0,393734,1,21889,1,31144,1,16078,1,65450,1,939,4,,0,258235,0,3416,1,4286,0,341955,1,91423,0,2210807,0,2186637,4,,1,4077,1,20092,0,1866463,1,754646,1,141315,1,380894,1,65369,0,0,1,68589,0,73357,1,1997,1,2207,1,15644,1,4547,1,1356,1,15554,1,30973,0,0,0,310016,0,344343,0,358225,0,358225,0,0,0,344343,1,13882,1,4491,1,4641,1,2787,1,-730,1,2693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,21,3,0,5373,0,122264,0,40967,0,0,0,0,0,0,0,0,0,0,0,0,1,33051,0,0,0,0,1,1500243,1,1475963,1,2320,1,862,1,22361,1,19132,1,18985,0,0,0,122264,1,3842,0,0,1,1795,1,383,1,32290,1,13130,0,70824,1,6244,1,22753,0,41827,0,0,0,1436261,0,1436261,0,0,0,0,0,0,0,1153712,1,224982,1,104223,1,225510,1,68939,0,0,1,22537,0,39972,1,11838,0,0,1,52931,1,11726,1,1437,0,0,1,50768,0,0,0,338849,0,282548,0,282549,0,282549,0,0,0,282548,5,,0,0,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,21,2,0,3211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912640,0,678812,0,1,1,89386,0,144440,0,537562,1,184181,1,26010,0,96482,1,5912,0,514,0,11427,0,19602,1,2928,0,110,0,18733,1,73,1,3842,1,1786,0,24234,0,0,0,141728,0,375077,0,487948,0,487948,0,0,0,375076,0,112450,0,0,1,179,1,20041,0,0,1,92230,0,423,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,21,1,0,16871,0,49498380,0,8417604,0,7456981,0,73575,0,1132593,0,91637,0,248781,0,2528857,0,1638219,0,62630,0,10720585,0,29585606,0,21868401,0,11664628,0,5773266,0,1185223,0,2635851,0,1473188,0,1317616,0,49498380,0,4345921,0,1283424,0,2506202,0,1333831,0,6609749,0,2380768,0,31038485,0,317123,0,3974550,0,27584817,0,838005,0,49252589,0,45817266,0,19070,0,407236,0,3009018,0,38016578,0,19525948,0,1253631,0,4345702,0,768524,0,48039,0,933435,0,1369492,0,329772,0,113716,0,2225277,0,294745,0,81166,0,176762,0,529765,0,8103,0,6012499,0,11236012,0,12980532,0,12982668,0,2136,0,11216942,0,1642010,0,183943,0,88907,0,449368,0,12749,0,907042,0,29657,0,37308,0,7651,0,91923,0,96812,0,4889,0,2097,0,2097,0,0
2013,4,22,12,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2013,4,22,11,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2013,4,22,10,1,5,1,195845,1,12128,1,159618,1,4786,0,1817,0,0,0,0,1,39583,0,1593,0,0,0,0,1,17612,1,13827,0,0,0,0,0,233,0,17,0,17,0,-18125,1,195845,1,117152,1,232353,0,17405,1,40605,0,0,1,-89834,1,-121836,1,3,1,13592,1,-134874,0,556,1,536697,1,528761,0,0,0,35,1,7902,1,503613,1,432319,1,5337,1,26121,1,18,1,1034,1,2291,1,4651,1,15690,1,631,1,344,0,0,1,268,1,1215,1,3574,0,0,1,10119,1,33085,1,33410,1,33410,0,0,1,33085,1,326,4,,1,261,0,56,4,,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,22,9,1,11,1,211395,1,31728,1,47525,1,865,1,10735,0,0,0,0,1,3592,1,401,0,0,1,29978,1,176669,1,105039,0,0,0,0,1,975,0,499,0,11,1,15209,1,211395,1,35926,0,3695,1,13511,0,0,1,34182,1,20762,1,103321,1,2961,1,35182,1,65178,0,0,1,511263,1,508466,0,0,0,0,1,2797,1,476474,1,416632,1,2939,1,25899,1,3697,1,76,1,964,1,6081,1,1118,1,-85,1,7185,0,0,0,151,1,136,1,581,0,0,1,11101,1,34789,1,35369,1,35369,0,0,1,34789,1,580,1,79,1,426,5,,1,57,1,17,0,0,0,0,0,0,5,,5,,0,0,0,0,0,0,0,0
2013,4,22,8,1,107,1,762191,1,150170,1,75962,1,149,1,36916,0,0,0,0,1,51345,1,39885,0,0,1,102928,1,758617,1,533353,0,0,0,0,1,40738,1,445616,1,424589,1,18105,1,762191,1,28358,1,73159,1,31206,1,2732,1,231182,1,51464,1,344089,1,4682,1,180418,1,166596,1,7607,1,922559,1,877922,0,0,0,44,1,44593,1,746247,1,444295,1,28401,1,28173,1,24037,1,33,1,32162,1,24615,1,6682,1,26769,1,48055,0,0,1,419,1,4141,1,11331,0,0,1,67134,1,176312,1,186321,1,186321,0,0,1,176312,1,3759,1,93,1,2015,0,0,0,0,1,1651,1,1568,1,1568,0,0,1,4683,1,4683,0,0,0,0,0,0,0,0
2013,4,22,7,1,5,1,17538,1,3284,1,5979,1,285,1,2,0,0,0,0,1,5267,0,0,0,0,0,0,1,8246,1,5008,0,0,0,0,0,0,1,88,1,35,0,0,1,17538,1,3599,1,662,1,1079,0,0,1,3757,0,0,1,8441,0,0,0,0,1,8441,0,0,1,56370,1,56370,0,0,0,0,0,0,1,35091,1,28232,0,0,1,2953,1,796,0,0,1,113,1,809,1,239,1,8,1,397,0,0,0,0,1,5,1,56,0,0,1,1482,1,21279,1,21320,1,21320,0,0,1,21279,1,42,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,22,6,1,360,1,329461,1,137546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,523038,1,360080,0,0,0,0,1,28957,1,228,1,228,0,0,1,329461,0,0,1,53095,1,40782,0,0,1,88973,0,0,1,146611,1,542,1,4504,1,195918,1,54353,1,409494,1,406635,0,0,0,0,1,2859,1,378598,1,200260,1,36808,1,14580,1,4783,0,0,1,13406,1,14393,1,6033,0,0,1,30778,0,0,1,626,0,0,1,6426,0,0,1,50507,1,30896,1,31556,1,31556,0,0,1,30896,1,660,0,0,1,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,22,5,1,317,1,107149,1,28594,1,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,358082,1,281113,0,0,0,0,0,0,0,0,0,0,0,0,1,107149,0,0,0,0,0,0,0,0,0,0,5,,1,107149,1,32,1,24176,1,82941,0,0,1,160527,1,160527,0,0,0,0,0,0,1,86037,0,0,0,0,0,0,1,3978,0,0,0,0,1,1730,0,0,0,0,1,5837,0,0,0,0,0,0,0,0,0,0,1,74492,1,74490,1,74490,1,74490,0,0,1,74490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,22,4,1,388,1,61692,1,4209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59583,1,37702,0,0,0,0,0,0,1,43892,1,8291,0,0,1,61692,0,0,1,3363,0,0,1,2557,1,4765,0,0,1,51007,1,388,1,30621,1,19998,0,0,1,28194,1,28194,0,0,0,0,0,0,1,22004,1,1419,0,0,0,0,1,179,0,0,1,1492,0,0,0,0,1,2926,1,11251,0,0,0,0,0,0,0,0,0,0,1,4737,1,6190,1,6190,1,6190,0,0,1,6190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,22,3,1,1541,1,62090,1,13972,0,0,0,0,0,0,0,0,0,0,1,18051,1,3953,0,0,0,0,1,143634,1,117793,0,0,0,0,0,0,0,0,0,0,1,273,1,62090,0,0,0,0,1,7051,1,5953,1,20283,0,0,1,28803,1,16669,1,7611,1,4524,0,0,1,486628,1,486628,0,0,0,0,0,0,1,434381,1,145804,1,79694,1,20458,1,1737,0,0,1,38485,1,12017,1,940,0,0,1,8310,0,0,1,11544,1,6151,0,0,0,0,1,109240,1,52247,1,52250,1,52250,0,0,1,52247,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,4,22,1,0,2746,0,3568018,0,568675,0,823273,0,14321,0,142045,0,0,0,0,0,248338,1,76141,0,0,0,285940,0,2926430,0,1864821,0,50537,0,21660,0,115743,0,683121,0,541908,0,90484,0,3568018,0,569908,0,408986,0,180429,1,51847,0,652761,0,100560,0,1603528,0,30601,0,370674,0,1266738,1,64485,0,7052354,0,6967555,0,0,0,1054,0,83745,0,6556851,0,5143191,0,168727,0,216965,0,55687,0,5766,0,120499,0,91047,0,36368,0,34034,0,154244,0,0,0,16403,0,14249,0,26174,0,32,0,473466,0,495504,0,511889,0,511889,0,0,0,495504,0,9608,0,955,0,5946,1,812,1,76,1,1820,1,1741,1,1758,0,17,1,5036,1,5036,0,0,0,0,0,0,0,0
2013,4,23,12,0,196,0,63998947,0,8332939,0,19013177,0,87474,0,3057279,0,130146,0,406014,0,7207127,0,170228,0,65301,0,16505747,0,14571332,0,8609060,0,298608,0,79032,0,1390628,0,869400,0,222839,0,979425,0,63998947,0,13638258,0,1037605,0,19272110,0,352679,0,4218901,0,1424361,0,24055034,0,395783,0,2782270,0,22153320,0,1276340,0,109545210,0,107337509,0,43789,0,144601,0,2019312,0,103304089,0,91961791,0,1024876,0,3174539,0,147880,0,23645,0,1230486,0,892599,0,158121,0,65631,0,1038739,0,18561,0,62905,0,325004,0,763239,0,6628,0,2409446,0,6241121,0,6791962,0,6801038,0,9076,0,6197333,0,569342,0,89844,0,189573,0,18901,0,17236,0,253788,0,-33331,0,27849,0,61180,0,58618,0,62666,0,4048,0,1360,0,505,0,0
2013,4,23,11,0,303,0,20779460,0,3738891,0,7983716,0,34924,0,1461432,0,18862,0,81233,0,2342130,0,130490,0,33191,0,1721310,0,6344635,0,3889445,0,17522,0,3737,0,448394,0,228178,0,52777,0,210359,0,20779460,0,5007366,0,1309869,0,3399663,0,297832,0,1539388,0,475011,0,8750331,0,201970,0,1196706,0,7586091,0,234436,0,44510875,0,44228783,0,11282,0,45649,0,225161,0,42423476,0,37260765,0,464448,0,1405329,0,74181,0,18428,0,605910,0,455469,0,82533,0,12104,0,458994,0,2035,0,59948,0,136099,0,514489,0,1749,0,870995,0,2087399,0,2162405,0,2162723,0,318,0,2076117,0,78122,0,20005,0,35670,0,235,0,-77,0,22288,0,4952,0,10870,0,5918,0,3214,0,3251,0,37,0,1496,0,1304,0,0
2013,4,23,10,0,700,0,24240379,0,4339268,0,9267173,0,46857,0,1885050,1,92583,1,88483,0,2465997,0,209678,1,29927,0,1974488,0,8434753,0,5485609,1,33223,1,5786,0,538537,0,148804,0,48150,0,318818,0,24240379,0,6027504,0,1137722,0,3620728,0,506905,0,2577466,0,513869,0,9856185,0,242585,0,1384571,0,8411664,0,182635,0,52094825,0,51778389,0,11838,0,41414,0,263185,0,49615059,0,43038373,0,665340,0,1716542,0,107075,0,20798,0,682925,0,628566,0,140115,0,19537,0,594373,1,2065,0,79450,0,219292,0,595834,1,2791,0,1101983,0,2479766,0,2591252,0,2591869,1,617,0,2467928,0,92862,0,15061,0,56733,1,433,0,2473,0,18161,0,36927,0,41148,0,4221,0,-6464,1,1244,1,7709,1,473,1,416,0,0
2013,4,23,9,0,2634,0,40348007,0,7243411,0,16905941,0,98854,0,3411518,1,12034,0,61387,0,4002392,0,295214,0,208028,0,2213154,0,14156423,0,9689586,1,82466,1,3022,0,630992,0,229086,0,49089,0,736511,0,40348007,0,9866739,0,2659873,0,6029589,0,1035468,0,3508277,0,695308,0,16552753,0,452274,0,1958984,0,14822895,0,681400,0,93137392,0,92479910,0,10410,0,99785,0,547287,0,88262278,0,74975487,0,1484940,0,3182798,0,221106,0,94452,0,1421918,0,1298012,0,337398,0,17941,0,796744,1,2242,0,157063,0,320197,0,1684019,0,1046,0,2266915,0,4875114,0,4982319,0,4983010,1,691,0,4864704,0,96928,0,23027,0,50472,0,679,0,3570,0,19179,0,19235,0,22265,0,3030,0,1452,0,1474,0,22,0,3119,1,3059,0,0
2013,4,23,8,0,4185,0,30340924,0,6193965,0,11962408,0,50328,0,2600912,0,0,1,20156,0,3204472,0,232714,1,3920,0,1372334,0,12430625,0,9025918,0,0,0,0,0,760083,0,183647,0,96796,0,548731,0,30340924,0,7164001,0,1807282,0,3873818,0,1159685,0,2856347,0,854508,0,12625283,0,154317,0,1643284,0,11018401,0,190719,0,77462694,0,76929415,1,927,0,128568,0,403784,0,72962456,0,60263015,0,1762341,0,3699958,0,179526,0,93399,0,1316802,0,1155243,0,158567,0,7425,0,415844,1,58,0,155415,0,335967,0,1095829,1,13,0,2323055,0,4500238,0,4518706,0,4535529,1,16823,0,4499310,0,20722,0,5648,0,28202,1,21,0,1959,0,-15109,0,-5756,0,6269,0,12025,1,4430,1,4430,0,0,1,27,1,14,0,0
