YEAR,TAB_NUM,INDY_CD,AC,WT_CT_IND,WT_CT,TOT_ASSTS_IND,TOT_ASSTS,CASH_IND,CASH,TRD_NOTES_ACCTS_RCV_IND,TRD_NOTES_ACCTS_RCV,BAD_DBT_ALLW_IND,BAD_DBT_ALLW,INVNTRY_IND,INVNTRY,GVT_OBLGNS_IND,GVT_OBLGNS,TX_EXMT_SEC_IND,TX_EXMT_SEC,OTHR_CUR_ASSTS_IND,OTHR_CUR_ASSTS,LNS_TO_STKHDR_IND,LNS_TO_STKHDR,MRTG_RE_LNS_IND,MRTG_RE_LNS,OTHR_INVSMTS_IND,OTHR_INVSMTS,DPRCBL_ASSTS_IND,DPRCBL_ASSTS,ACCUM_DPR_IND,ACCUM_DPR,DPTBL_ASSTS_IND,DPTBL_ASSTS,ACCUM_DPLTN_IND,ACCUM_DPLTN,LAND_IND,LAND,INTNGBL_ASSTS_IND,INTNGBL_ASSTS,ACCUM_AMORT_IND,ACCUM_AMORT,COMP_OTHR_ASSTS_IND,COMP_OTHR_ASSTS,TOT_LBLTS_IND,TOT_LBLTS,ACCTS_PYBL_IND,ACCTS_PYBL,MRTG_LT_1YR_IND,MRTG_LT_1YR,COMP_OTHR_CUR_LBLTS_IND,COMP_OTHR_CUR_LBLTS,LNS_FRM_STKHDR_IND,LNS_FRM_STKHDR,MRTG_GT_1YR_IND,MRTG_GT_1YR,COMP_OTHR_LBLTS_IND,COMP_OTHR_LBLTS,COMP_NET_WRTH_IND,COMP_NET_WRTH,CAP_STCK_IND,CAP_STCK,PD_CAP_SRPLS_IND,PD_CAP_SRPLS,RTND_ERNGS_APPR_IND,RTND_ERNGS_APPR,COMP_RTND_ERNGS_UNAPPR_IND,COMP_RTND_ERNGS_UNAPPR,CST_TRSRY_STCK_IND,CST_TRSRY_STCK,COMP_TOT_RCPTS_IND,COMP_TOT_RCPTS,GRS_RCPTS_IND,GRS_RCPTS,INTRST_IND,INTRST,COMP_TX_EXMT_INTRST_IND,COMP_TX_EXMT_INTRST,COMP_GRS_RNTS_IND,COMP_GRS_RNTS,GRS_RYLTS_IND,GRS_RYLTS,D_NET_STCG_IND,D_NET_STCG,D_NET_LTCG_TOT_IND,D_NET_LTCG_TOT,NET_GN_LSS_POS_IND,NET_GN_LSS_POS,COMP_DIV_DOM_CORP_IND,COMP_DIV_DOM_CORP,COMP_DIV_FRN_CORP_IND,COMP_DIV_FRN_CORP,COMP_OTHR_RCPTS_IND,COMP_OTHR_RCPTS,COMP_TOT_DED_IND,COMP_TOT_DED,CST_OF_GDS_IND,CST_OF_GDS,CMPNSTN_OFFCRS_IND,CMPNSTN_OFFCRS,SLRS_WGS_IND,SLRS_WGS,RPRS_IND,RPRS,BAD_DBT_DED_IND,BAD_DBT_DED,RNTS_PD_IND,RNTS_PD,TX_PD_IND,TX_PD,INTRST_PD_IND,INTRST_PD,CNTRBTNS_IND,CNTRBTNS,TOT_AMORT_IND,TOT_AMORT,NET_DPR_IND,NET_DPR,DPLTN_IND,DPLTN,ADVRTSNG_IND,ADVRTSNG,PNSN_PRFT_SHRNG_PLNS_IND,PNSN_PRFT_SHRNG_PLNS,EMP_BNFT_PRG_IND,EMP_BNFT_PRG,DP_PROD_ACTVTY_DED_IND,DP_PROD_ACTVTY_DED,NET_GN_LSS_NEG_IND,NET_GN_LSS_NEG,COMP_OTHR_DED_IND,COMP_OTHR_DED,COMP_TOT_RCPTS_LS_TOT_DED_IND,COMP_TOT_RCPTS_LS_TOT_DED,COMP_TXBL_INCM_RFC_IND,COMP_TXBL_INCM_RFC,NET_INCM_POS_IND,NET_INCM_POS,NET_INCM_S_IND,NET_INCM_S,COMP_TOT_STAT_SPCL_DED_IND,COMP_TOT_STAT_SPCL_DED,NOLD_IND,NOLD,COMP_DIV_RCVD_DED_IND,COMP_DIV_RCVD_DED,COMP_INCM_SBJ_TX_TOT_IND,COMP_INCM_SBJ_TX_TOT,COMP_TX_BFR_CRS_IND,COMP_TX_BFR_CRS,INCM_TX_IND,INCM_TX,ALT_MIN_TX_IND,ALT_MIN_TX,FRN_TX_CR_IND,FRN_TX_CR,GEN_BUS_CR_IND,GEN_BUS_CR,MIN_TX_CR_IND,MIN_TX_CR,COMP_TX_AFTR_CRS_IND,COMP_TX_AFTR_CRS,(cash_dist + prpty_dist)_IND,(cash_dist + prpty_dist),STCK_DIST_IND,STCK_DIST
2013,2,332110,6,1,40,1,310328,1,80833,1,65546,1,262,1,52721,0,0,0,0,1,8435,1,28,1,347,1,9864,1,331561,1,263590,0,0,0,0,1,1096,1,37417,1,13668,5,,1,310328,1,15691,1,5554,1,12338,1,6913,1,54914,1,1866,1,213052,1,1745,1,6681,0,0,1,209719,1,5093,1,637053,1,622722,1,139,0,0,1,83,0,0,0,0,0,0,1,368,0,0,1,2398,1,11343,1,534094,1,390689,1,15782,1,31778,1,3852,1,398,1,10503,1,13095,1,2430,1,181,1,2484,1,15580,0,0,1,957,1,1990,1,12479,1,358,0,0,1,31536,1,102959,1,1259,1,104217,1,82443,0,0,0,0,0,0,1,21774,1,7403,1,7403,0,0,1,1243,1,793,0,0,1,5367,1,4281,0,0
2013,2,332110,5,1,297,1,717211,1,184965,1,270972,1,247,1,118821,0,0,0,0,1,4974,0,0,0,0,1,8859,1,1001921,1,876976,0,0,0,0,1,2200,1,4713,1,4534,1,1542,1,717211,1,102159,1,13775,1,94875,1,24024,1,73527,1,4488,1,404365,1,2023,1,60334,0,0,1,362943,1,20935,1,2112347,1,2109672,1,39,0,0,0,0,0,0,0,0,1,9,1,132,1,25,0,0,1,2469,1,2031587,1,1491966,1,79528,1,133271,1,15137,1,325,1,58880,1,49257,1,6131,1,415,1,16,1,36201,0,0,1,3813,1,68344,1,80776,1,449,0,0,1,7079,1,80759,0,0,1,80759,1,63474,1,6009,1,5991,1,18,1,11276,1,2753,1,2753,0,0,0,0,1,137,0,0,1,2616,0,0,0,0
2013,2,332110,4,1,333,1,212111,1,69830,1,76387,0,0,1,49018,0,0,0,0,1,1674,1,402,0,0,1,8534,1,111412,1,107276,0,0,0,0,0,0,1,5207,1,3077,5,,1,212111,1,25433,1,5846,1,15999,1,4446,1,2174,1,12859,1,145353,1,6573,1,310,0,0,1,163735,1,25266,1,348882,1,346496,1,1060,0,0,0,0,0,0,0,0,1,1226,0,0,0,0,0,0,1,100,1,314362,1,212975,1,24493,1,3861,1,565,1,404,1,16992,1,7512,1,952,1,24,1,303,1,1736,0,0,1,1749,1,372,1,6184,0,0,0,0,1,36241,1,34520,0,0,1,34520,1,26586,0,0,0,0,0,0,1,7934,1,1401,1,1401,0,0,0,0,0,0,0,0,1,1401,0,0,0,0
2013,2,332110,3,1,687,1,57500,1,19239,1,16966,0,0,1,16575,0,0,0,0,0,0,0,0,0,0,0,0,1,54967,1,52454,0,0,0,0,0,0,0,168,0,107,1,2147,1,57500,1,10692,0,0,1,1617,0,290,0,0,0,0,1,44901,1,580,0,0,0,0,1,44321,0,0,1,160592,1,160587,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156017,1,110502,1,7084,1,4200,0,0,0,0,1,16891,1,5510,0,0,0,0,0,11,1,150,0,0,0,0,1,1598,1,1695,0,0,0,0,1,8375,1,4575,0,0,1,4575,1,1336,1,3239,1,3239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,2,332110,2,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2013,2,332110,1,0,1584,0,12238587,0,1257506,0,2597085,0,27520,0,1952507,1,5139,1,126827,0,569517,0,32606,1,347,0,1394933,0,8802435,0,6054728,0,0,0,0,0,97064,0,1271586,0,96583,0,309867,0,12238587,0,1202709,0,588312,0,774610,0,173638,0,2014581,0,476449,0,7008289,0,439644,0,1040375,0,754,0,6298212,0,770696,0,17417920,0,17181552,0,5440,0,1241,1,3479,1,797,0,14,0,12068,0,41324,1,321,1,7076,0,164609,0,16056481,0,12506988,0,335849,0,870680,0,58613,0,7482,0,273398,0,306315,0,132290,0,3750,0,30964,0,499289,0,0,0,27569,0,152041,0,343330,0,22364,0,1264,0,484294,0,1361439,1,8894,0,1369093,0,1067310,0,26096,0,25854,1,242,0,275687,0,92171,0,92039,1,132,1,3208,0,4771,1,221,0,83970,0,75241,1,1013
2013,2,332215,13,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2013,2,332215,12,0,6,0,4477666,0,711416,0,650214,0,18936,0,595464,0,12336,0,0,0,146941,0,0,0,0,0,1030959,0,1232354,0,770530,0,0,0,0,0,32066,0,618598,0,85666,0,322449,0,4477666,0,166922,0,134767,0,385018,0,0,0,904023,0,218647,0,2668287,0,57433,0,1523033,0,0,0,1118363,0,30541,0,3710221,0,3490047,0,1280,0,0,0,2462,0,14372,0,0,4,,0,7,0,0,0,0,0,202052,0,3433716,0,2360338,0,39404,0,361312,0,7457,0,905,0,30951,0,47884,0,30749,0,490,0,30119,0,61060,0,0,0,70314,0,40915,0,85454,0,9527,0,1585,0,255251,0,276505,0,663,0,277168,0,129414,0,15993,0,15993,0,0,0,131761,0,46116,0,46116,0,0,0,1299,0,561,0,0,0,44257,0,18169,0,0
2013,2,332215,11,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2013,2,332215,10,0,21,0,3385392,0,220511,0,653402,0,7851,0,648127,0,0,0,0,0,109309,0,200,0,0,0,534174,0,1766240,0,1176019,0,0,0,0,0,53787,0,430487,0,97156,0,250181,0,3385392,0,514072,0,74387,0,226899,0,37652,0,829789,0,166911,0,1535682,0,150266,0,481566,0,0,0,938445,0,34594,0,4279363,0,4212868,0,2127,0,1048,0,5807,0,5854,0,1,0,305,0,1652,0,515,0,34944,0,14242,0,3946321,0,2961534,0,35795,0,229714,0,25739,0,1963,0,26435,0,63948,0,43280,0,1132,0,25346,0,102323,4,,0,25987,0,25837,0,70200,0,10236,0,864,0,295989,0,333042,0,24667,0,356661,0,122716,0,12887,0,12526,0,360,0,221059,0,76747,0,76720,0,27,0,17146,0,1468,0,0,0,58133,0,52456,0,0
2013,2,332215,9,0,43,0,2983323,0,228929,0,514533,0,12626,0,689753,0,0,0,0,0,139619,0,2066,0,5019,0,280079,0,2218557,0,1462814,0,0,0,0,0,28266,0,253264,0,50317,0,148994,0,2983323,0,284927,0,177881,0,203301,0,41166,0,432963,0,166528,0,1676557,0,89667,0,408698,0,567,0,1311413,0,133787,0,4306443,0,4249970,0,11190,0,1914,0,1399,0,2387,0,6,0,1031,0,2223,0,977,0,3016,0,32329,0,3996818,0,3064000,0,51593,0,233478,0,9080,0,4603,0,40629,0,71133,0,28999,0,2389,0,14067,0,134954,0,4,0,23915,0,24082,0,67199,0,9835,0,301,0,216557,0,309624,0,3146,0,310856,0,154284,0,8653,0,7969,0,684,0,147918,0,50748,0,50582,0,166,0,1525,0,1730,0,385,0,47108,0,25224,0,0
2013,2,332215,8,0,95,0,3343875,0,329611,0,826214,0,11767,0,928823,0,0,0,0,0,119384,1,18883,1,4687,0,198370,0,2630181,0,1841671,0,0,0,0,0,21797,0,132897,0,58916,0,45381,0,3343875,0,397673,0,233901,0,185191,1,20107,0,422955,0,115246,0,1968801,0,59152,0,155282,0,0,0,1878785,0,124418,0,5171394,0,5124867,0,2167,1,265,1,1115,1,60,1,551,1,1340,0,5813,1,400,0,0,0,34815,0,4669876,0,3396383,0,110465,0,304083,0,9162,0,2254,0,87824,0,92206,0,23944,0,399,0,14830,0,165394,0,2,0,36853,0,23843,0,90858,0,8380,1,1098,0,301897,0,501518,0,0,0,501253,0,386217,1,13313,1,13033,1,280,0,101723,0,34915,0,34723,1,193,1,134,1,942,1,239,0,33601,1,9681,0,0
2013,2,332215,7,0,344,0,5361154,0,670784,0,1117949,0,11035,0,1362064,1,250,1,17410,0,236376,0,31782,1,2872,0,302939,0,4675414,0,3328877,0,0,0,0,0,36188,0,173514,0,53759,0,127283,0,5361154,0,512437,0,507168,0,281142,0,150367,0,819325,0,140018,0,2950697,0,83492,0,313629,0,0,0,2737311,0,183735,0,8850485,0,8800381,0,1321,1,547,1,2472,1,1156,0,0,1,2038,0,5090,1,97,0,0,0,37383,0,8158860,0,5949445,0,221977,0,529164,0,34030,0,4330,0,146615,0,192076,0,66216,0,1225,0,9307,0,254478,0,0,0,49320,0,44608,0,160670,0,10165,0,1122,0,484112,0,691625,0,0,0,691077,0,548347,1,9676,1,9608,1,68,0,133130,0,45253,0,45130,1,122,1,56,0,2367,0,0,0,42829,0,33098,1,58
2013,2,332215,6,0,477,0,3350959,0,497407,0,779562,0,4888,0,1102879,1,85,0,0,0,114001,1,52050,1,37295,0,82191,0,3251562,0,2610681,0,0,0,0,0,21049,0,20199,0,13828,0,22075,0,3350959,0,375887,0,177808,0,222577,1,101522,0,255330,0,48912,0,2168923,0,15510,0,89528,1,52157,0,2268599,0,256870,0,6053400,0,6008762,0,1722,0,1,1,303,0,0,0,0,1,9570,0,9114,1,199,0,0,0,23729,0,5478917,0,4049688,0,256633,0,335661,0,32199,0,9209,0,119898,0,132985,0,21939,0,1654,0,1883,0,98406,0,0,0,24589,0,27553,0,120794,0,8038,1,296,0,237491,0,574482,0,0,0,574481,0,450942,0,9472,1,9333,1,139,0,114067,0,38398,0,38345,1,54,0,0,1,919,1,41,0,37438,0,13865,0,0
2013,2,332215,5,0,2341,0,4883431,0,833795,0,1206169,1,2429,0,789704,0,0,0,0,0,94667,0,172188,1,25205,0,100650,0,6073024,0,4869529,0,0,0,0,0,73466,0,143510,0,74280,0,317290,0,4883431,0,676861,0,410647,0,261802,0,297569,0,1302283,0,39868,0,1894403,0,269173,0,226241,1,80608,0,2326437,0,1008056,0,10203642,0,10115177,0,4198,1,60,1,1755,0,0,1,936,1,1047,1,7198,1,325,0,0,0,72946,0,9505377,0,5880411,0,648177,0,918040,0,83724,0,11150,0,288219,0,315248,0,85370,0,1895,0,7213,0,288899,0,0,0,32488,0,49985,0,174035,0,11000,1,579,0,708944,0,698266,0,0,0,698206,0,535838,0,24184,0,23957,1,227,0,138653,0,41388,0,41388,0,0,0,0,1,2227,0,0,0,39160,1,13201,0,0
2013,2,332215,4,0,1125,0,876983,0,229762,0,253889,1,228,0,122111,0,0,0,0,0,12998,1,29109,0,0,1,26317,0,1348518,0,1166352,0,0,0,0,1,145,1,12122,1,5867,1,14459,0,876983,0,99469,1,105615,0,57991,1,6189,1,158015,0,0,0,449704,0,26621,1,82037,1,13064,0,431865,1,103882,0,2429886,0,2347364,1,871,0,0,1,1917,0,0,0,0,1,24151,1,652,0,0,0,0,1,54931,0,2289528,0,1587607,0,173245,0,72113,0,9924,1,462,0,82787,0,56203,0,11035,1,100,1,535,0,43897,0,0,0,20909,1,23333,0,87488,1,1165,1,731,0,117994,0,140358,0,0,0,140358,1,70091,1,42633,1,42633,0,0,1,27634,1,8009,1,8009,0,0,0,0,0,7,0,0,1,8003,1,29838,0,0
2013,2,332215,3,0,6439,0,744080,0,258041,0,142156,0,0,0,119374,0,0,0,0,0,89706,1,18517,0,0,1,7998,0,1804072,0,1682849,0,0,0,0,0,0,1,11057,1,952,1,-23040,0,744080,0,45861,1,84830,0,36878,1,198363,1,158046,0,91,0,220011,0,34825,1,27738,0,0,0,170346,1,12898,0,2795190,0,2788293,1,135,0,0,0,0,0,0,0,0,0,0,1,1453,1,100,1,20,1,5190,0,2369940,0,1225286,0,237766,0,170864,0,30978,1,97,0,98272,0,71539,0,15395,1,413,1,728,0,50731,0,0,0,58811,1,6138,0,31719,1,103,1,3107,0,367994,0,425250,0,0,0,425250,0,380827,1,26338,1,26258,1,80,1,18085,1,3114,1,3114,0,0,0,0,1,397,0,0,1,2716,1,7751,0,0
2013,2,332215,2,0,1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442682,0,378696,1,8726,0,0,0,0,0,0,0,0,1,3326,1,11531,0,0,0,0,1,40404,0,384013,0,217521,1,10312,1,23718,1,1655,1,948,1,11060,1,4919,1,26815,1,41,1,4049,1,7978,0,0,1,1781,1,847,1,5043,1,751,0,0,0,66574,0,58669,0,1793,0,60463,1,44557,1,1784,1,1784,0,0,1,14122,1,3749,1,3749,0,0,0,0,1,621,0,0,1,3128,0,0,0,0
2013,2,332215,1,0,12529,0,71040466,0,4547132,0,9315709,0,212444,0,7898733,1,12670,1,17410,0,2334725,0,326350,1,75078,0,26362362,0,28799535,0,21322412,0,0,0,0,0,355346,0,12123721,0,1689622,0,2096174,0,71040466,0,6343730,0,2133935,0,3659586,0,3457935,0,11651684,0,3888068,0,39905528,0,3500630,0,18550940,1,146396,0,21516712,0,3809149,0,61885868,0,60291541,0,147595,0,3835,0,17586,0,335505,1,1855,0,176772,0,47438,0,2613,0,138005,0,723123,0,57179047,0,38822453,0,1885965,0,4341438,0,286235,0,44499,0,1036192,0,1230863,0,823614,0,15444,0,266564,0,1450017,0,7,0,465816,0,386602,0,1258102,0,128933,0,9873,0,4726429,0,4706821,0,206513,0,4909499,0,2823234,0,187093,0,185254,0,1839,0,1899718,0,646358,0,645796,0,562,0,40899,0,15194,1,1168,0,589096,0,603701,1,58
2013,2,332300,13,2,,2,,2,,2,,2,,2,,0,0,0,0,2,,0,0,0,0,2,,2,,2,,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,0,0,2,,2,,2,,2,,2,,0,0,2,,2,,2,,2,,2,,0,0,2,,2,,0,0,0,0,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,0,0,2,,2,,2,,2,,2,,2,,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,0,0,0,0,0,0,0,0,2,,2,,2,,0,0,2,,2,,0,0,2,,2,,0,0
2013,2,332300,12,0,4,0,6270999,0,130336,0,625986,0,8723,0,414990,0,0,0,0,0,83697,0,0,0,0,0,2277416,0,1318627,0,808376,0,0,0,0,0,37355,0,1705856,0,152332,0,646169,0,6270999,0,321282,0,525704,0,343855,0,0,0,1621493,0,720655,0,2738010,0,415254,0,1177423,0,0,0,1891570,0,746237,0,4076087,0,3843335,0,16859,0,0,0,1021,0,18315,0,0,0,0,0,1239,0,0,0,89404,0,105913,0,3883143,0,2772587,0,13174,0,245629,0,13204,0,3036,0,29189,0,68004,0,124780,0,551,0,33574,0,102725,0,0,0,24215,0,53709,0,69476,0,19069,0,31540,0,278680,0,192943,0,31178,0,224121,0,0,0,234,0,234,0,0,0,223887,0,78263,0,78260,0,0,0,37384,0,1155,0,0,0,39724,0,66228,0,0
2013,2,332300,11,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2013,2,332300,10,0,12,0,1919143,0,271067,0,350008,0,17142,0,254935,0,0,0,500,0,91375,0,0,0,0,0,324096,0,1150843,0,769410,0,0,0,0,0,51230,0,206657,0,35484,0,40466,0,1919143,0,137589,0,61304,0,209505,0,162179,0,347516,0,75211,0,925839,0,56699,0,418717,0,0,0,591151,0,140728,0,2807169,0,2779098,0,3392,0,6,0,2480,0,308,0,4,0,2891,0,1215,0,247,0,0,0,17527,0,2642467,0,1951094,0,21852,0,229484,0,17141,0,3378,0,26435,0,52716,0,26848,0,686,0,12481,0,54427,0,0,0,19863,0,10327,0,74474,0,7016,0,2220,0,132025,0,164702,0,0,0,164696,0,67470,0,19129,0,18956,0,173,0,78097,0,27437,0,27108,0,329,0,3,0,98,0,316,0,27021,0,16240,0,0
2013,2,332300,9,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2013,2,332300,8,0,90,0,3009364,0,495075,0,736049,0,6722,0,588468,1,3774,1,13702,0,173721,1,15474,1,9436,0,168235,0,1456122,0,897980,0,0,0,0,0,42969,0,167633,0,47747,0,91157,0,3009364,0,346785,0,188105,0,292363,1,133322,0,232906,0,80912,0,1734971,0,34690,0,202946,0,0,0,1525363,1,28028,0,4692775,0,4637654,0,2388,1,324,1,191,0,0,0,0,0,0,0,31970,1,234,1,22,0,19992,0,4342148,0,3398363,0,82349,0,295920,0,13847,0,2255,0,65266,0,79114,0,23822,0,606,0,2059,0,69643,0,0,0,17329,0,25855,0,69461,0,5404,1,219,0,190636,0,350627,0,0,0,350303,0,265689,1,4301,1,4137,1,164,0,80312,0,27381,0,27356,0,0,1,197,1,400,0,0,0,26784,1,25212,0,0
2013,2,332300,7,0,186,0,2786611,0,308756,0,858488,0,12184,0,498484,0,932,0,0,0,118730,1,9071,1,304,0,143678,0,1938772,0,1338178,0,0,0,0,0,49186,0,223527,0,73013,0,60058,0,2786611,0,317127,0,133375,0,311498,1,75457,0,384294,0,68203,0,1496657,0,699180,0,189099,0,42,0,703286,0,94951,0,5954663,0,5884952,0,1643,1,362,1,193,1,281,0,12,1,28844,0,4686,1,618,1,957,0,32116,0,5597951,0,4063395,0,109360,0,445088,0,33265,0,7026,0,70222,0,109332,0,26601,0,959,0,15201,0,90487,0,0,0,17930,0,28133,0,139887,0,3999,1,1050,0,436018,0,356711,1,664,0,357013,0,296268,1,14695,1,14262,1,432,0,46174,0,15740,0,15653,1,87,0,0,1,193,1,226,0,15321,1,920,0,0
2013,2,332300,6,0,292,0,2130996,0,500770,0,568662,1,2974,0,310317,0,0,0,0,0,79741,1,49095,0,0,0,94736,0,1511351,0,1011982,0,0,0,0,0,24549,1,6753,1,3252,0,3230,0,2130996,0,166892,0,73143,0,153755,1,19454,0,213114,0,62340,0,1442299,0,81190,0,25252,0,0,0,1524880,1,189022,0,3735641,0,3682472,0,12950,1,149,1,1061,0,0,0,298,0,364,1,550,1,202,0,1,0,37595,0,3520247,0,2684722,0,64735,0,146793,0,25832,0,4211,0,63114,0,100177,0,25906,0,1894,1,537,0,121335,0,0,0,13469,0,37492,0,62588,0,2847,1,427,0,164168,0,215394,0,0,0,215246,1,143995,1,7165,1,7024,1,141,0,64086,0,21846,0,21543,1,304,5,,1,712,0,0,0,21134,1,307,0,0
2013,2,332300,5,0,1278,0,3211238,0,745848,0,1167681,0,8103,0,366934,0,0,0,0,0,150735,1,114566,1,2975,1,63214,0,2458688,0,1879378,0,0,0,0,0,11450,1,11278,1,7192,1,12541,0,3211238,0,610108,0,174300,0,526716,0,191492,0,147163,0,140860,0,1420598,0,73000,0,86268,0,0,0,1348707,1,87377,0,7572244,0,7497166,0,1267,1,559,1,480,0,0,0,0,1,1668,0,5426,1,310,0,0,0,65367,0,7051963,0,5048198,0,325744,0,482445,0,39082,0,30673,0,169073,0,181373,0,27998,0,720,1,761,0,100454,1,12,0,14025,0,47832,0,208885,0,3199,1,40,0,371449,0,520281,0,0,0,519722,0,430346,0,18457,1,18240,1,217,0,70918,0,22279,0,22279,0,0,0,0,1,1888,1,203,0,20188,1,1597,0,0
2013,2,332300,4,1,858,1,583168,1,117543,1,100838,0,0,1,57818,0,0,0,0,1,2800,0,0,0,0,1,130345,1,755451,1,583975,0,0,0,0,0,0,1,6977,1,6977,1,2349,1,583168,1,55879,1,29362,1,21079,1,30169,1,76631,1,169,1,369880,1,6452,1,82778,0,0,1,280650,0,0,1,1941603,1,1869561,1,68,0,0,0,0,0,0,0,0,1,54,1,52473,1,177,0,0,1,19271,1,1857129,1,1197236,1,64813,1,37273,1,20055,1,1533,1,36655,1,43342,1,9428,1,40,1,55,1,83981,0,0,1,18602,1,1887,1,32326,1,1196,0,0,1,308707,1,84474,0,0,1,84474,1,67090,1,4570,1,4447,1,124,1,12813,1,2971,1,2971,0,0,0,0,1,255,0,0,1,2716,1,8709,0,0
2013,2,332300,3,0,2494,0,675686,0,168025,1,194225,1,183,1,81453,0,0,0,0,1,38896,1,29305,0,0,1,3643,0,613047,0,452467,0,0,0,0,1,445,1,57,1,34,1,-726,0,675686,1,152272,1,64908,0,44703,1,13180,1,64818,0,0,0,335806,0,8329,1,32239,0,0,0,295238,0,0,0,2605121,0,2571845,1,649,0,0,0,0,0,0,0,0,0,0,1,5212,0,0,0,0,1,27416,0,2518718,0,1717251,0,151104,0,139387,0,21116,1,11803,0,98015,0,80544,1,7691,1,19,1,4,0,68998,0,0,1,11314,1,10347,1,15088,1,15,0,0,0,186023,0,86404,0,0,0,86404,1,71405,1,14658,1,14658,0,0,1,340,1,51,1,51,0,0,0,0,4,,0,0,1,51,0,0,0,0
2013,2,332300,2,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
