YEAR,TAB_NUM,INDY_CD,AC,WT_CT_IND,WT_CT,TOT_ASSTS_IND,TOT_ASSTS,CASH_IND,CASH,TRD_NOTES_ACCTS_RCV_IND,TRD_NOTES_ACCTS_RCV,BAD_DBT_ALLW_IND,BAD_DBT_ALLW,INVNTRY_IND,INVNTRY,GVT_OBLGNS_IND,GVT_OBLGNS,TX_EXMT_SEC_IND,TX_EXMT_SEC,OTHR_CUR_ASSTS_IND,OTHR_CUR_ASSTS,LNS_TO_STKHDR_IND,LNS_TO_STKHDR,MRTG_RE_LNS_IND,MRTG_RE_LNS,OTHR_INVSMTS_IND,OTHR_INVSMTS,DPRCBL_ASSTS_IND,DPRCBL_ASSTS,ACCUM_DPR_IND,ACCUM_DPR,DPTBL_ASSTS_IND,DPTBL_ASSTS,ACCUM_DPLTN_IND,ACCUM_DPLTN,LAND_IND,LAND,INTNGBL_ASSTS_IND,INTNGBL_ASSTS,ACCUM_AMORT_IND,ACCUM_AMORT,COMP_OTHR_ASSTS_IND,COMP_OTHR_ASSTS,TOT_LBLTS_IND,TOT_LBLTS,ACCTS_PYBL_IND,ACCTS_PYBL,MRTG_LT_1YR_IND,MRTG_LT_1YR,COMP_OTHR_CUR_LBLTS_IND,COMP_OTHR_CUR_LBLTS,LNS_FRM_STKHDR_IND,LNS_FRM_STKHDR,MRTG_GT_1YR_IND,MRTG_GT_1YR,COMP_OTHR_LBLTS_IND,COMP_OTHR_LBLTS,COMP_NET_WRTH_IND,COMP_NET_WRTH,CAP_STCK_IND,CAP_STCK,PD_CAP_SRPLS_IND,PD_CAP_SRPLS,COMP_RTND_ERNGS_UNAPPR_IND,COMP_RTND_ERNGS_UNAPPR,CST_TRSRY_STCK_IND,CST_TRSRY_STCK,COMP_TOT_RCPTS_IND,COMP_TOT_RCPTS,GRS_RCPTS_IND,GRS_RCPTS,COMP_TX_EXMT_INTRST_IND,COMP_TX_EXMT_INTRST,NET_GN_LSS_POS_IND,NET_GN_LSS_POS,COMP_OTHR_RCPTS_IND,COMP_OTHR_RCPTS,COMP_TOT_DED_IND,COMP_TOT_DED,CST_OF_GDS_IND,CST_OF_GDS,CMPNSTN_OFFCRS_IND,CMPNSTN_OFFCRS,SLRS_WGS_IND,SLRS_WGS,RPRS_IND,RPRS,BAD_DBT_DED_IND,BAD_DBT_DED,RNTS_PD_IND,RNTS_PD,TX_PD_IND,TX_PD,INTRST_PD_IND,INTRST_PD,TOT_AMORT_IND,TOT_AMORT,NET_DPR_IND,NET_DPR,DPLTN_IND,DPLTN,ADVRTSNG_IND,ADVRTSNG,PNSN_PRFT_SHRNG_PLNS_IND,PNSN_PRFT_SHRNG_PLNS,EMP_BNFT_PRG_IND,EMP_BNFT_PRG,NET_GN_LSS_NEG_IND,NET_GN_LSS_NEG,COMP_OTHR_DED_IND,COMP_OTHR_DED,COMP_TOT_RCPTS_LS_TOT_DED_IND,COMP_TOT_RCPTS_LS_TOT_DED,S_NET_INCM_POS_IND,S_NET_INCM_POS,a.net_incm_IND,a.net_incm,NET_INCM_POS_IND,NET_INCM_POS,NET_INCM_NEG_IND,NET_INCM_NEG,S_PORT_INCM_IND,S_PORT_INCM,S_DIV_INCM_IND,S_DIV_INCM,S_INTRST_INCM_IND,S_INTRST_INCM,S_RYLTS_INCM_IND,S_RYLTS_INCM,S_NET_STCG_LSS_IND,S_NET_STCG_LSS,S_NET_LTCG_LSS_IND,S_NET_LTCG_LSS,S_NET_INCM_RNTL_RE_IND,S_NET_INCM_RNTL_RE,S_NET_INCM_RNTL_RE_POS_IND,S_NET_INCM_RNTL_RE_POS,S_NET_INCM_RNTL_RE_NEG_IND,S_NET_INCM_RNTL_RE_NEG,S_NET_INCM_OTHR_RNTL_IND,S_NET_INCM_OTHR_RNTL,S_NET_INCM_OTHR_RNTL_POS_IND,S_NET_INCM_OTHR_RNTL_POS,S_NET_INCM_OTHR_RNTL_NEG_IND,S_NET_INCM_OTHR_RNTL_NEG,a.comp_tx_bfr_crs_IND,a.comp_tx_bfr_crs,a.incm_tx_IND,a.incm_tx,S_EX_NET_PSV_INCM_TX_IND,S_EX_NET_PSV_INCM_TX
2013,5,62,3,0,136423,0,4659172,0,2221358,0,123059,1,169,0,53669,0,0,0,0,0,96937,0,567195,1,1606,0,200320,0,10192115,0,8966799,1,6550,1,2701,1,9149,0,814046,0,689685,0,32521,0,4659172,0,274379,0,343788,0,996047,0,664244,0,934313,0,1702105,0,-255704,0,279323,0,917145,0,-1409652,1,42520,0,57495356,0,54256263,1,19,1,69898,0,3169176,0,48259872,0,2239355,0,11406536,0,11337980,0,527059,0,9926,0,3624156,0,2075752,0,159223,0,30105,0,255167,0,0,0,557486,0,829063,0,626723,1,1770,0,14579572,0,9235485,0,9258451,0,9235466,0,9236999,1,1533,0,21481,1,190,0,4223,0,0,1,-34,1,17102,1,1505,1,1576,1,71,0,0,0,0,0,0,0,0,0,0,0,0
2013,5,62,2,0,29117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4188680,0,3941159,0,0,1,13502,0,234019,0,2957892,0,202817,0,456579,0,599030,0,15887,1,10819,0,296030,0,112123,0,12294,1,302,0,47077,0,0,0,25588,1,22558,0,21769,0,22,0,1134998,0,1230788,0,1753468,0,1230788,0,1246507,1,15719,1,522514,0,0,1,92,0,0,1,807,1,521616,1,167,1,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,5,62,1,0,273916,0,65448907,0,17795112,0,7479004,0,482425,0,594282,0,7383,1,27820,0,4273234,0,4430882,1,115466,0,4352126,0,64731444,0,45876485,1,6550,1,2701,0,1450821,0,9695543,0,4624302,0,1475153,0,65448907,0,3007876,0,4168124,0,8050631,0,3264716,0,19968505,0,4880859,0,22108196,0,1713667,0,4841488,0,16616852,0,1063811,0,266602282,0,258035327,0,2641,0,189821,0,8374492,0,228566379,0,22270321,0,36417179,0,63723563,0,2185828,0,558631,0,14232770,0,9810510,0,1469912,0,554671,0,2405105,0,0,0,2417486,0,4308725,0,4037997,0,8955,0,64164725,0,38035903,0,39203538,0,38033262,0,38136240,0,102978,0,1110432,0,52447,0,77226,1,14,0,1243,0,979502,0,46427,0,63706,0,17279,0,13417,0,13724,1,307,1,1035,1,1035,0,0
2013,5,71,12,0,26,0,7395901,0,1248362,0,466033,0,6987,0,62378,0,0,0,0,0,280525,0,278888,0,14920,0,1112135,0,4001108,0,1953627,0,0,0,0,0,94306,0,1494293,0,241504,0,545072,0,7395901,0,154812,0,284646,0,1058402,0,31012,0,2665480,0,637939,0,2563611,0,78177,0,2382545,0,295689,0,192800,0,5364689,0,4427761,0,317,0,16989,0,919622,0,4916058,0,792201,0,95812,0,1785835,0,37715,0,6983,0,201281,0,203580,0,163935,0,194149,0,155388,0,0,0,152215,0,132453,0,152772,0,421,0,841318,0,448631,0,1151346,0,448315,0,577212,0,128897,0,659459,0,5378,0,21124,0,134888,0,553,0,497516,0,43474,0,43502,0,28,0,98,0,98,0,0,0,373,0,373,0,0
2013,5,71,11,0,21,0,1387134,0,335353,0,129611,0,490,0,24321,0,0,0,2001,0,38365,0,11809,0,352,0,230011,0,1207858,0,774924,0,0,0,0,0,74066,0,55373,0,23202,0,76631,0,1387134,0,70531,0,27818,0,120931,0,28981,0,352008,0,519798,0,267069,0,27994,0,166292,0,86457,0,13674,0,1476979,0,1292702,0,40,0,596,0,183640,0,1295245,0,327050,0,23933,0,358370,0,16824,0,499,0,55129,0,80943,0,24770,0,4574,0,51546,0,0,0,33818,0,7490,0,21642,0,320,0,288339,0,181734,0,204513,0,181694,0,181694,0,0,0,13464,0,965,0,5605,0,6414,0,-213,0,693,0,8183,0,8190,0,7,0,1172,0,1184,0,12,0,0,0,0,0,0
2013,5,71,10,0,36,0,1241088,0,181778,1,95900,1,394,1,15936,0,0,1,9436,0,89097,1,87589,0,0,0,333352,0,903640,0,590983,0,0,0,0,1,25636,1,80535,1,51392,1,60959,0,1241088,1,137223,1,109811,0,62873,1,12296,1,329239,1,87787,0,501859,0,2029,1,251418,0,248494,1,82,0,771066,0,726545,1,627,1,165,0,43729,0,638889,1,75846,1,32796,0,233901,0,9364,1,1556,1,12023,0,32672,0,13062,1,5587,0,31337,0,0,1,10661,1,1156,1,17867,0,33,0,161028,0,132177,0,310849,0,131551,0,151585,1,20034,0,175268,1,3122,0,5005,1,86,1,-680,1,167736,1,3953,1,3953,0,0,1,77,1,94,1,16,0,0,0,0,0,0
2013,5,71,9,0,145,0,2390415,0,573562,0,165823,1,439,0,74138,0,0,0,0,0,81858,1,65307,0,0,0,465290,0,1999214,0,1278632,0,7054,0,6092,0,213395,0,11109,0,3538,0,22367,0,2390415,0,57017,0,95041,0,343614,0,101725,0,330778,0,149650,0,1312592,0,98456,0,703793,0,513052,1,2709,0,2748317,0,2589210,1,269,1,1290,0,157549,0,2275895,0,691049,0,207914,0,461317,0,34738,0,7334,0,74197,0,108398,0,24694,1,508,0,76747,0,0,0,50801,0,8004,0,43535,1,87,0,486573,0,472421,0,481992,0,472153,0,472153,0,0,0,10255,0,2130,0,5310,1,340,0,75,0,2400,1,-411,1,2036,1,2448,1,-5,0,0,1,5,0,0,0,0,0,0
2013,5,71,8,0,221,0,1451103,0,374706,0,64070,0,1,1,18393,0,0,0,0,0,49344,1,71726,0,0,0,294747,0,2056642,0,1518594,0,0,0,0,1,30325,1,23616,1,14598,1,728,0,1451103,0,43891,1,233567,0,104572,1,70199,1,461746,1,16423,0,520703,0,66960,1,64081,0,389681,1,19,0,2664189,0,2565576,1,4083,0,816,0,93715,0,2285621,1,905950,0,195185,0,353379,0,61932,1,131,0,89574,0,66961,0,21101,1,1716,0,83462,0,0,0,59927,0,15789,0,19973,0,0,0,410541,0,378568,0,396107,0,374485,0,387335,1,12849,0,3437,1,116,0,621,1,1783,0,38,1,879,1,18185,1,19019,0,834,0,0,0,0,0,0,0,0,0,0,0,0
2013,5,71,7,0,2365,0,4701788,0,1403522,0,55494,0,0,0,123997,0,0,0,0,0,246072,1,554548,1,55532,0,165135,0,3858877,0,2161648,0,0,0,0,0,404541,0,104859,0,31925,0,-77215,0,4701788,0,180842,1,193321,0,459820,1,544360,0,1388484,1,164943,0,1770016,0,352731,0,339800,0,1078011,0,525,0,8933574,0,8583629,0,2,1,27522,0,322422,0,7222382,0,1656747,0,1486408,0,1247078,0,73155,1,5694,0,295505,0,297843,0,94642,0,6115,0,110582,0,0,0,65168,0,23459,0,35543,0,0,0,1824444,0,1711192,0,1922071,0,1711190,0,1711622,1,432,0,188636,1,206,0,9056,1,6,0,0,1,179368,1,5668,1,5668,0,0,1,16577,1,16577,0,0,0,0,0,0,0,0
2013,5,71,6,0,2566,0,1759674,0,477970,1,7716,0,0,1,41928,0,0,0,0,0,101060,1,185651,0,0,1,148860,0,2423467,0,1873954,0,0,0,0,1,237683,1,4561,1,2279,1,7011,0,1759674,1,92174,1,57127,0,72600,1,161228,1,366052,1,-40,0,1010533,0,32251,1,559975,0,418307,0,0,0,7648067,0,7605472,1,9,1,11247,0,31339,0,6950707,1,1263334,0,1653581,0,1021176,0,91093,1,43,0,299504,0,224454,0,37421,1,198,0,44974,0,0,0,76207,0,22826,0,55753,1,1906,0,2158236,0,697360,0,697726,0,697351,0,697351,0,0,0,208,1,63,1,124,0,20,0,0,0,0,1,167,1,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,5,71,5,0,2823,0,1139890,0,783447,1,32477,0,0,1,1130,0,0,0,0,0,38637,1,8557,0,0,1,12674,0,675582,0,472260,0,0,0,0,1,46898,1,6249,1,4015,1,10514,0,1139890,1,243,1,14329,0,229797,1,208081,1,21748,1,9252,0,656438,0,10842,1,21422,0,624175,0,0,0,5008761,0,4999594,5,,0,0,0,9167,0,4340375,1,330590,0,1132422,0,641431,0,52236,0,0,0,161145,0,123219,1,1940,1,390,0,24985,0,0,1,17605,1,50965,0,39807,1,652,0,1762987,0,668386,0,704955,0,668386,0,686020,1,17635,0,34993,1,7812,1,58,0,0,5,,1,27123,1,1575,1,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,5,71,4,0,9187,0,1286361,0,610655,1,21921,0,0,1,23801,0,0,0,0,1,50385,1,153961,0,0,1,66350,0,1911871,0,1655102,1,105,1,12,1,57243,1,57715,1,23289,1,10757,0,1286361,1,49884,1,73671,0,150082,1,501338,1,148042,1,13794,0,349550,0,32310,1,244889,0,84129,1,11777,0,6386295,0,6344451,0,0,1,6063,1,35781,0,5687867,1,1581445,0,866117,0,967872,0,69301,1,924,0,384714,0,163275,0,8719,1,3455,0,64335,0,0,0,41926,1,126032,1,23397,0,0,0,1386354,0,698428,0,736163,0,698428,0,720773,1,22345,0,37735,1,49,0,309,0,0,0,0,1,37377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,5,71,3,0,31455,0,751739,0,430550,1,15,0,0,1,14636,0,0,0,0,1,7840,1,55348,0,0,1,26040,0,1411476,0,1205656,1,3195,1,2031,0,0,0,24637,0,14841,1,530,0,751739,1,6604,1,30033,0,195312,0,84392,0,135812,1,47511,0,252074,0,51512,0,411427,0,-210865,0,0,0,10671601,0,10626281,0,0,1,5974,0,39347,0,9778437,0,2120545,0,2787027,0,536090,0,116462,1,352,0,273527,0,174230,0,12891,1,1693,0,54522,0,0,0,84658,0,148272,0,48279,1,1522,0,3418368,0,893165,0,939668,0,893165,0,899143,1,5979,0,46672,1,15,0,270,1,46387,0,0,0,0,1,-169,0,0,1,169,0,0,0,0,0,0,0,0,0,0,0,0
2013,5,71,2,0,6721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1053049,0,1007308,1,1404,1,6650,1,37687,0,845041,1,95386,1,148387,1,58456,0,12998,1,155,1,41090,0,16188,1,806,1,15,1,14855,0,0,0,25461,1,8611,1,2361,0,0,0,420270,0,208009,0,222105,0,206604,0,206604,0,0,1,14475,1,3802,1,3284,1,1124,1,662,1,5603,0,1026,0,1189,0,163,0,0,0,0,0,0,0,0,0,0,0,0
2013,5,71,1,0,55565,0,23505093,0,6419905,0,1039058,0,8310,0,400657,0,0,1,11437,0,983183,0,1473384,1,70804,0,2854593,0,20449735,0,13485379,1,10354,1,8136,0,1184094,0,1862946,0,410584,0,657353,0,23505093,0,793222,0,1119364,0,2798004,0,1743612,0,6199390,0,1647056,0,9204445,0,753261,0,5145642,0,3527129,0,221587,0,52726588,0,50768529,0,6750,0,77312,0,1873997,0,46236516,0,9840142,0,8629580,0,7664906,0,575818,0,23669,0,1887690,0,1491763,0,403980,0,218401,0,712733,0,0,0,618447,0,545057,0,460931,0,4941,0,13158458,0,6490072,0,7767494,0,6483321,0,6691493,0,208171,0,1184603,0,23659,0,50767,0,191048,0,433,0,918696,0,81651,0,85299,0,3648,0,17919,0,17952,1,33,0,373,0,373,0,0
2013,5,72,12,0,28,0,14434146,0,903164,0,3398618,0,2830,0,252910,0,0,0,0,0,563146,0,196374,0,855,0,3517764,0,7998887,0,3726946,0,3933,0,0,0,984240,0,330601,0,127152,0,140581,0,14434146,0,272220,0,778013,0,1252854,0,355274,0,4803415,0,477499,0,6494870,0,50895,0,1149655,0,5534745,0,240425,0,9194563,0,9006517,0,489,0,7295,0,180261,0,8366629,0,4057791,0,39448,0,1702179,0,113959,0,2499,0,194864,0,280544,0,174732,0,15416,0,426820,0,0,0,184375,0,31663,0,112543,0,3031,0,1026764,0,827934,0,1118637,0,827445,0,834936,0,7491,0,264570,0,9948,0,27539,0,174224,0,4641,0,48218,0,24990,0,28137,0,3147,0,1632,0,1804,0,172,0,0,0,0,0,0
2013,5,72,11,0,47,0,3305640,0,467651,0,213025,0,6694,0,59570,0,1344,0,0,0,232753,0,18244,0,1210,0,231232,0,3233223,0,1736065,0,0,0,0,0,354848,0,258292,0,102631,0,79638,0,3305640,0,162535,0,127393,0,311542,0,76817,0,1444810,0,186534,0,996010,0,20411,0,211602,0,790526,0,26528,0,5024845,0,4950364,0,318,0,5572,0,68591,0,4698343,0,1507419,0,46440,0,593286,0,75712,0,2282,0,147271,0,155940,0,69977,0,13080,0,162774,0,0,0,129476,0,4042,0,42618,0,294,0,1747733,0,326502,0,343599,0,326184,0,328353,0,2169,0,10052,0,3029,0,5695,0,5,0,349,0,975,0,8590,0,8756,0,166,0,-1228,0,452,0,1680,0,6,0,6,0,0
2013,5,72,10,0,111,0,3664936,0,418455,0,258085,1,883,0,56263,0,0,1,4082,0,173999,1,21541,1,328,0,234835,0,3631361,0,2013729,0,0,0,0,0,464539,0,393692,0,105620,0,127988,0,3664936,0,222672,0,349085,0,270602,1,154931,0,1549132,0,112839,0,1005676,0,716222,0,325327,0,23459,1,59333,0,5077560,0,4993907,1,25,0,7881,0,75747,0,4692509,0,1798396,0,53160,0,987462,0,116516,0,1371,0,201478,0,239108,0,89922,0,17176,0,179342,0,0,0,153817,0,15059,0,48778,1,483,0,790442,0,385051,0,400469,0,385026,0,385026,0,0,0,11066,1,1406,0,10653,1,182,1,-717,1,-459,0,6110,0,6886,1,775,1,-1733,1,16,1,1749,0,0,0,0,0,0
2013,5,72,9,0,545,0,8326834,0,977945,0,381646,1,903,0,126528,0,0,1,9499,0,313496,0,78575,1,19893,0,807963,0,7413213,0,3777646,0,0,0,0,0,815819,0,1432133,0,484259,0,212932,0,8326834,0,355757,0,483482,0,465700,0,268050,0,3898769,0,202280,0,2652795,0,200694,0,1410520,0,1244264,0,202683,0,12387570,0,12144999,0,1529,0,2202,0,238841,0,11588160,0,4868314,0,129026,0,2293124,0,217860,0,2305,0,642037,0,531408,0,205058,0,88286,0,359682,0,0,0,365707,0,17849,0,97323,1,1056,0,1769127,0,799410,0,890722,0,797881,0,803850,1,5969,0,65689,0,3407,0,13630,1,39093,0,2319,0,7241,0,26697,0,31006,1,4309,1,454,1,481,1,27,0,0,0,0,0,0
2013,5,72,8,0,1526,0,10305105,0,998708,0,175471,1,7355,0,198440,0,0,1,12519,0,397941,0,286222,0,0,0,761382,0,11339011,0,6030965,0,0,0,0,0,819285,0,1351062,0,695763,0,699148,0,10305105,0,340191,0,467964,0,597019,0,569140,0,6019323,0,526809,0,1784659,0,519339,0,847683,0,742089,0,324452,0,14300162,0,14063364,0,0,0,15966,0,220833,0,13378334,0,4566346,0,160252,0,3081402,0,316718,0,1541,0,892888,0,588505,0,293799,0,88647,0,412033,0,0,0,502489,0,5182,0,117417,1,13367,0,2337749,0,921828,0,961795,0,921828,0,925229,1,3401,0,37956,0,5682,0,26333,1,53,1,2310,0,3579,1,2011,1,3746,1,1735,0,0,0,0,0,0,0,0,0,0,0,0
2013,5,72,7,0,11950,0,24872397,0,3365811,0,1086557,1,1532,0,376615,0,0,1,5673,0,1471410,0,797375,1,392297,0,800185,0,25271649,0,13792221,0,0,0,0,0,2321427,0,3859874,0,1860318,0,777597,0,24872397,0,817851,0,1315693,0,1499404,0,1598588,0,11793080,0,819688,0,7028094,0,819127,0,2533167,0,4542183,0,866383,0,43723962,0,43378307,1,1199,0,28315,0,316141,0,40433785,0,17047909,0,820088,0,7440066,0,848858,0,9356,0,2631167,0,1770133,0,645059,0,168093,0,969092,0,0,0,1155623,0,27526,0,362330,0,0,0,6538485,0,3290177,0,3438462,0,3288978,0,3299285,1,10308,0,108587,0,3965,0,50545,1,23,1,1018,0,53036,0,40409,0,47888,1,7480,1,489,1,489,0,0,0,0,0,0,0,0
2013,5,72,6,0,10145,0,7290970,0,1448667,0,42242,0,0,0,238714,0,0,0,0,0,255398,0,344212,0,0,0,292040,0,9096997,0,5867464,0,0,0,0,0,540531,0,1318236,0,647147,0,228544,0,7290970,0,388821,0,459648,0,670108,0,1158110,0,2808969,1,165500,0,1639814,0,261936,0,720524,0,1004045,1,346691,0,20479876,0,20272736,1,1909,1,64523,0,140708,0,19103991,0,7164331,0,616599,0,4210903,0,367554,1,29961,0,1404806,0,850725,0,164368,0,87106,0,324371,0,0,0,561177,1,8337,0,121588,1,1991,0,3190175,0,1375885,0,1487352,0,1373976,0,1384340,1,10364,0,113376,1,2466,0,4101,0,0,1,-1184,1,107993,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
2013,5,72,5,0,21413,0,7522832,0,1279672,0,355013,0,0,0,318043,0,0,0,0,0,516388,0,403614,1,97834,1,98096,0,7693905,0,4616559,0,0,0,0,0,277238,0,1353329,0,434302,0,180561,0,7522832,0,390278,0,188601,0,559000,0,1458490,0,2023958,1,91374,0,2811133,0,743322,0,811526,0,1523003,1,266718,0,24144510,0,23996401,0,0,1,1128,0,146981,0,22515119,0,9691946,0,795036,0,4033825,0,375105,1,11818,0,1891326,0,1106702,0,124839,0,81426,0,295584,0,0,0,420047,1,8937,0,127901,0,0,0,3550625,0,1629391,0,1677566,0,1629391,0,1634618,1,5227,0,15902,1,839,0,15063,0,0,0,0,0,0,1,29952,1,29952,0,0,1,2321,1,2321,0,0,0,0,0,0,0,0
2013,5,72,4,0,33782,0,5431611,0,1047299,0,128780,0,0,0,288693,0,0,0,0,0,362224,0,392215,1,3650,1,151054,0,7442559,0,5208836,0,0,0,0,1,72171,0,1533234,0,871828,0,90396,0,5431611,0,337026,0,360313,0,554268,0,1474017,0,1390491,1,58478,0,1257018,0,580179,0,511464,0,381307,1,215933,0,30966036,0,30695481,0,0,1,19171,0,251384,0,28935690,0,13086415,0,1349414,0,5283866,0,427025,1,778,0,2501019,0,1346842,0,126486,0,87306,0,394567,0,0,0,363863,1,13439,0,154566,0,0,0,3800104,0,2030346,0,2057276,0,2030346,0,2042889,1,12542,0,21372,1,58,0,21315,0,0,0,0,0,0,1,5558,1,5558,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,5,72,3,0,51523,0,2051994,0,591250,1,12256,0,0,0,182502,0,0,0,0,0,44516,0,122359,0,0,1,12883,0,4201255,0,3352739,0,0,0,0,1,7662,0,452691,0,289519,0,66877,0,2051994,0,191938,0,51260,0,209161,0,653617,0,401632,0,102438,0,441948,0,431653,0,325604,0,-312835,1,2474,0,22653846,0,22390073,0,0,1,52476,0,211297,0,21066424,0,9324041,0,1336359,0,3260054,0,307290,1,790,0,1741638,0,1163242,0,69553,0,24322,0,158820,0,0,0,319474,1,5070,0,46525,0,0,0,3309245,0,1587423,0,1595096,0,1587423,0,1587423,0,0,0,3095,0,0,1,184,0,0,0,0,1,2911,1,4578,1,4578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,5,72,2,0,16582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3372136,0,3011636,1,19,1,202209,0,158272,0,2784106,0,1152615,0,90460,0,327839,0,49900,1,215,0,323268,0,162108,0,40144,0,10699,0,79781,0,0,0,42543,1,373,1,6452,0,0,0,497709,0,588031,0,736672,0,588012,0,596700,1,8689,1,149422,1,33080,1,32133,1,3,1,7338,1,76869,0,146,0,146,0,0,1,-907,1,4,0,912,0,0,0,0,0,0
2013,5,72,1,0,147652,0,87206465,0,11498622,0,6051694,0,20198,0,2098279,0,1344,1,31773,0,4331270,0,2660731,0,516068,0,6907434,0,87322060,0,50123170,0,3933,0,0,0,6657760,0,12283144,0,5618540,0,2604261,0,87206465,0,3479289,0,4581451,0,6389657,0,7767033,0,36133579,0,2743438,0,26112017,0,4343779,0,8847072,0,15472786,0,2551621,0,191325067,0,188903786,0,5489,0,406739,0,2009054,0,177563088,0,74265524,0,5436281,0,33214004,0,3216497,0,62915,0,12571763,0,8195256,0,2003936,0,681557,0,3762867,0,0,0,4198590,0,137476,0,1238042,0,20222,0,28558158,0,13761979,0,14707646,0,13756490,0,13822649,0,66159,0,801089,0,63880,0,207190,0,213584,0,16073,0,300363,0,149040,0,166652,0,17612,0,1027,0,5567,1,4540,0,7,0,7,0,0
2013,5,81,12,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2013,5,81,11,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,,3,
2013,5,81,10,0,35,0,1233239,0,172972,0,180005,1,5557,1,57643,0,0,0,0,0,243314,1,12622,0,0,1,76751,0,857531,0,479695,0,0,0,0,1,48399,1,74323,1,25332,0,20262,0,1233239,0,91148,0,277419,0,101106,1,27854,0,202658,1,20893,0,512163,0,1238,1,21534,0,501296,1,11906,0,2692482,0,2662113,1,61,1,4427,0,25881,0,2545235,0,1302200,0,39933,0,377821,0,21424,0,3100,0,253699,0,87539,0,15338,0,4455,0,71629,0,0,0,13830,1,7002,0,73063,0,0,0,274201,0,147247,0,150900,0,147186,0,147186,0,0,0,2164,1,749,1,1354,0,0,1,2,1,60,1,1123,1,1132,1,9,1,427,1,427,0,0,0,411,0,411,0,0
2013,5,81,9,0,125,0,1886718,0,190024,0,361237,1,1355,0,177694,0,0,1,20267,0,128477,1,4215,1,1852,0,275824,0,1163030,0,736631,0,0,0,0,1,92497,0,32153,0,20171,0,197604,0,1886718,0,241729,0,221530,0,139821,1,28870,0,285279,0,223297,0,746192,0,7032,0,84441,0,685450,1,30730,0,4289725,0,4193540,1,1135,0,2886,0,92163,0,3999919,0,2395958,0,82563,0,436445,0,32007,0,5040,0,273791,0,103972,0,16325,0,2130,0,108761,0,0,0,36540,0,12756,0,56559,1,75,0,436996,0,289806,0,296337,0,288671,0,290482,1,1810,0,8602,1,712,0,7779,1,5,1,337,1,-232,1,-937,1,564,1,1501,1,1,1,1,0,0,0,0,0,0,0,0
2013,5,81,8,0,357,0,2691021,0,716801,0,371112,1,6307,0,303073,0,0,0,0,0,202542,1,107363,0,0,1,107746,0,2820402,0,2263556,0,0,0,0,1,30804,0,165426,1,85437,1,221051,0,2691021,0,282000,1,269172,0,203304,1,35743,0,406447,1,63851,0,1430505,0,57955,0,261591,0,1256954,1,145995,0,5845845,0,5423560,1,57,1,2248,0,419981,0,5356703,0,2566337,0,95206,0,1056011,0,94754,1,9654,0,342166,0,297585,0,21655,1,5017,0,169622,0,0,0,86805,0,18159,0,65199,0,0,0,528535,0,489142,0,501091,0,489086,0,489086,0,0,0,12005,1,4699,0,2426,0,0,1,132,1,4748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
